JournalInstructionsTitle |= Journal
Luca TurnipINTRO |= Hello. You look like one of pa's turnips. My name is Luca Turnip...as in "Look! A turnip!"
Thomas SteelINTRO |= Ho there! Need anything forgin'? Best blacksmiths in Quill. Our anvil is at your service.
Star SapphireINTRO |= Hey there! I am Star. I am not very famous, though. I soooo wanna be a bard like my heroine, Lyric. She's the real star!
Rake GrassbeardINTRO |= Good greetings. I am Rake Grassbeard. I am the guy who can get it for you. Charmweed, Rainbow Mushrooms...if you are partial. Maybe some Dragonsbayne to celebrate your kids coming of age?
Sprouts OnionsINTRO |= Greetings. I am Sprouts, Rake's friend. He runs the goods store and is well known around Quill. I just keep the house tidy. Need anything, talk to him. He's the man with the flan.
Eun LivingstunINTRO |= Have any of your fantasies involved fighting? Come across any deathtraps? You should visit my workshop. It is full of games! Life is one big role-playing game, isn't it?
Steef JaxonINTRO |= You see a stranger. Do you...say hello politely? (Turn to Page 27). Ignore them? (Turn to Page 101)
Dee SpencerINTRO |= Welcome, welcome! Nice to see a new face in these parts. And a pretty one! Looks like you don't even need cream. What's your secret?
Papa Russ EbersINTRO |= I have been a chemist ever since I could rub two leaves together. Got the farts? A bad heart? I can help and you might not even need amputation!
MarshtytINTRO |= Oh ho! Well tickle my spade and grab my onions! Seeking my knowledge, are you? I can give you a few pointers for sure. Just don't soil yourself, and you will be ploughing in no time!
Frogg the HermitINTRO |= Bizzy wizzy let's get fizzy! Ohhhhhh hedgehog sauce! Hedgehog sauce! Bongle beetroot nod! Fat cow sproing, hedgehog boing, fizzy wizzy bod! Ooooh, I am totally bonkers. Oh, ok, I am not. I was just trying to meet your hermit expectations.
FARM_WATERING_TASK |= {0} wants help watering their farm.
BLACKSMITH_TINKER_TASK_1 |= Forge {0} orders on the same day they were requested
CategoryName_COOKED |= Cooked
CategoryName_FRUITNVEG |= Fruit'n'Veg
CategoryName_FISH |= Fish
CategoryName_HERBS |= Herbs
CategoryName_OTHER_FOOD |= Other
CategoryName_APOTH_ALL |= Apoth
CategoryName_MONSTER |= Monster
CategoryName_SEEDS |= Seeds
CategoryName_GIFTS |= Gifts
CategoryName_OTHER_ITEMS |= Other
CategoryName_TOOLS |= Tools
CategoryName_WEAPONS |= Weapons
CategoryName_JARS |= Containers
CategoryName_ARCANE |= Arcane
CategoryName_OTHER_EQUIP |= Other
CategoryName_INSECT |= Insects
CategoryName_RECIPE |= Recipes
CategoryName_BOOK_LORE |= Lore
CategoryName_BOOK_USEFUL |= Useful
CategoryName_BOOK_NONSENSE |= Nonsense
CategoryName_ANY |= Any
CategoryName_OTHER_PROVERB |= Other
Wheel_Misfire |= Don't worry. Must be difficult with the Goddesses watching.
Wheel_Misfire |= Back to work then?
Wheel_Misfire |= The early worm didn't get the bird this time!
Wheel_Misfire |= Already? I've seen longer thimbles!
Wheel_Misfire |= Whoops.
Wheel_Misfire |= Too exciting eh?
Wheel_Misfire |= You need to put a cork in it.
Wheel_Misfire |= Self-control. You need to learn it.
Wheel_Misfire |= Happens to the best of us. And the worst.
Wheel_Not_Happening |= Can't get the blood pumping eh?
Wheel_Not_Happening |= Lost the urge?
Wheel_Not_Happening |= Must be something else on your mind. Like anything.
Wheel_Not_Happening |= Well, at least I got to see some funny cloud shapes.
Wheel_Not_Happening |= You need to take something to help with that problem.
Wheel_Not_Happening |= It's not me is it?
Wheel_Not_Happening |= We've all been there, don't worry.
Wheel_Bad |= I've had one worse. And a hundred better.
Wheel_Bad |= That was....interesting.
Wheel_Bad |= With a performance like that you should join the circus. You clown.
Wheel_Bad |= That wasn't worth the breath.
Wheel_Bad |= Really? I've had more fun mashing turnips.
Wheel_Bad |= Must do better.
Wheel_Bad |= Excuse me while I go cry with disappointment.
Wheel_Bad |= Who taught you to do that? Because they ain't a master!
Wheel_Bad |= What do you think about the pedestrianisation of Candlewych village centre?
Wheel_Bad |= That will go down in history. A pity you can't.
Wheel_Bad |= Is your middle name 'Lightning'? Because that was shocking.
Wheel_Average |= So what now? A nap to recover from all that averageness?
Wheel_Average |= Ho hum.
Wheel_Average |= Well, thanks for making me realise I am not that bad at it.
Wheel_Average |= Excuse me, I now have paint to go watch dry.
Wheel_Average |= That was memorable. Exchange the word memorable with forgetful.
Wheel_Average |= You can only get better. Hopefully.
Wheel_Average |= If the Goddesses liked that, then I am giving up worshipping.
Wheel_Average |= Sorry. Can't stop yawning.
Wheel_Good |= Just what was needed.
Wheel_Good |= I prescribe 3 of those, 4 times a day and after meals.
Wheel_Good |= Oooh, I feel all perky now!
Wheel_Good |= Are you a playing card? Because you are ace.
Wheel_Good |= Good job!
Wheel_Good |= Who knew you had such skills?
Wheel_Good |= Not bad at all!
Wheel_Amazing |= Which master taught you that?! As if I couldn't guess.
Wheel_Amazing |= Got any more corndolls? That was amazing.
Wheel_Amazing |= The Goddesses must be smiling after that!
Wheel_Amazing |= Did Quill just move for you too?
Wheel_Amazing |= Did you drink a potion of Being Incredible?
Wheel_Amazing |= Wow! That was 15 seconds of Delight.
Wheel_Amazing |= Excuse me while I try to compose myself after that masterful music.
Wheel_Conception |= Well, it looks like the Stork is going to be visiting!
Wheel_Conception |= A baby! How exciting! I love you!
Wheel_Conception |= I want 3 babies. One of each.
Wheel_Conception |= I hope the baby looks like us, but without the armpit hair.
Wheel_Conception |= Wonderful news!
Wheel_Conception |= Oh, we are so lucky! Must think of a good name!
Wheel_Conception |= So excited! The Goddesses have truly blessed us!
Wheel_Conception |= Blessed day! One week from today, the future starts!
Wheel_Conception |= Now we can be blessed with terrible smells, no sleep and more expense! Hurray!
Wheel_Twins |= Two?! Bless the Goddesses!
Wheel_Twins |= Do you know how rare this is? What shall we call them?
Wheel_Twins |= Twins! We should call them Arnold and Danny!
Wheel_Twins |= Wonderful! Everyone who doesn't have twins will be so jealous.
Wheel_Twins |= Solnir and Luminos! Our very own sun and moon!
DivorceMessage |= Your partner has left your home and the benefits of the ancient spirits are removed.

CuredApothSymptom |= Cured

NPCCONVERSATION_GREETING_ALL_1 |= Good day. How are you?
NPCCONVERSATION_GREETING_ALL_1 |= Hello friend. How goes it?
NPCCONVERSATION_GREETING_ALL_1 |= How's it going?
NPCCONVERSATION_GREETING_ALL_1 |= How fare you?
NPCCONVERSATION_GREETING_ALL_1 |= Faring well?
NPCCONVERSATION_GREETING_ALL_1 |= All well?
NPCCONVERSATION_GREETING_ALL_1 |= Goddesses treating you well.
NPCCONVERSATION_GREETING_ALL_1 |= Greetings! Faring well?
NPCCONVERSATION_GREETING_ALL_1 |= Life going well?
NPCCONVERSATION_GREETING_ALL_1 |= Hello! How are you today?
NPCCONVERSATION_GREETING_ALL_1 |= How are you doing?
NPCCONVERSATION_GREETING_ALL_1 |= Hello. All well?
NPCCONVERSATION_GREETING_ALL_1 |= Good day. Faring fine?
NPCCONVERSATION_GREETING_ALL_2 |= Am good thanks.
NPCCONVERSATION_GREETING_ALL_2 |= All well.
NPCCONVERSATION_GREETING_ALL_2 |= Been better.
NPCCONVERSATION_GREETING_ALL_2 |= Bright as a button.
NPCCONVERSATION_GREETING_ALL_2 |= Happy as a daisy.
NPCCONVERSATION_GREETING_ALL_2 |= Feeling ok thanks.
NPCCONVERSATION_GREETING_ALL_2 |= I feel good thanks.
NPCCONVERSATION_GREETING_ALL_2 |= I feel great thank you.
NPCCONVERSATION_GREETING_ALL_2 |= Not so bad ta.
NPCCONVERSATION_GREETING_ALL_2 |= Not bad.
NPCCONVERSATION_GREETING_ALL_2 |= Up and at them today.
NPCCONVERSATION_GREETING_ALL_2 |= Peachy as an apple thanks.
NPCCONVERSATION_GREETING_ALL_2 |= As rosy as a bluebell.
NPCCONVERSATION_FAREWELL_ALL_1 |= Gotta be going! Cheerio!
NPCCONVERSATION_FAREWELL_ALL_1 |= Take care.
NPCCONVERSATION_FAREWELL_ALL_1 |= Best go. Good seeing you.
NPCCONVERSATION_FAREWELL_ALL_1 |= I best be off.
NPCCONVERSATION_FAREWELL_ALL_1 |= Farewell.
NPCCONVERSATION_FAREWELL_ALL_1 |= Til we next meet.
NPCCONVERSATION_FAREWELL_ALL_1 |= Hope we cross paths again soon.
NPCCONVERSATION_FAREWELL_ALL_1 |= Back to the old routine. See you!
NPCCONVERSATION_FAREWELL_ALL_1 |= Stay safe.
NPCCONVERSATION_FAREWELL_ALL_1 |= See you later.
NPCCONVERSATION_FAREWELL_ALL_1 |= Goodbye.
NPCCONVERSATION_FAREWELL_ALL_1 |= Am off. Ta ta!
NPCCONVERSATION_FAREWELL_ALL_1 |= Our chat excelled. Goodbye!
NPCCONVERSATION_FAREWELL_ALL_1 |= Safe trip.
NPCCONVERSATION_FAREWELL_ALL_1 |= Have a good day.
NPCCONVERSATION_FAREWELL_ALL_1 |= Fare thee well.
NPCCONVERSATION_FAREWELL_ALL_1 |= Bye for now.
NPCCONVERSATION_FAREWELL_ALL_1 |= Was good seeing you.
NPCCONVERSATION_FAREWELL_ALL_1 |= Was nice to chat.
NPCCONVERSATION_FAREWELL_ALL_2 |= Farewell!
NPCCONVERSATION_FAREWELL_ALL_2 |= Bye!
NPCCONVERSATION_FAREWELL_ALL_2 |= Goodbye!
NPCCONVERSATION_FAREWELL_ALL_2 |= See you!
NPCCONVERSATION_FAREWELL_ALL_2 |= Take care.
NPCCONVERSATION_FAREWELL_ALL_2 |= Goddesses bless you.
NPCCONVERSATION_FAREWELL_ALL_2 |= Bye bye!
NPCCONVERSATION_FAREWELL_ALL_2 |= Alf Weirdysign or whatever.
NPCCONVERSATION_FAREWELL_ALL_2 |= Stay on the path.
NPCCONVERSATION_FAREWELL_ALL_2 |= Fare thee well too.
NPCCONVERSATION_FAREWELL_ALL_2 |= Byesie bye.
NPCCONVERSATION_FAREWELL_ALL_2 |= Bless you.
NPCCONVERSATION_FAREWELL_ALL_2 |= Buh-bye.
NPCCONVERSATION_FAREWELL_ALL_2 |= Keep happy.
NPCCONVERSATION_RAINING_ALL_1 |= Raining again.
NPCCONVERSATION_RAINING_ALL_1 |= Never rains but it pours.
NPCCONVERSATION_RAINING_ALL_1 |= It's spittin'.
NPCCONVERSATION_RAINING_ALL_1 |= Aurore is crying again.
NPCCONVERSATION_RAINING_ALL_1 |= Raining I see.
NPCCONVERSATION_RAINING_ALL_1 |= Blooming raining again.
NPCCONVERSATION_RAINING_ALL_1 |= Rain rain go away, eh?
NPCCONVERSATION_RAINING_ALL_1 |= Another rainy one I see.
NPCCONVERSATION_RAINING_ALL_1 |= Wet as a badger's nose today.
NPCCONVERSATION_RAINING_ALL_1 |= Wet one today.
NPCCONVERSATION_RAINING_ALL_1 |= Bit of drizzle eh?
NPCCONVERSATION_RAINING_ALL_1 |= Damp one out.
NPCCONVERSATION_RAINING_ALL_1 |= I'm soaked.
NPCCONVERSATION_RAINING_ALL_1 |= It's sopping out!
NPCCONVERSATION_RAINING_ALL_1 |= Hope this rain clears.
NPCCONVERSATION_RAINING_ALL_1 |= Another wet one.
NPCCONVERSATION_RAINING_ALL_2 |= Aye, wet indeed.
NPCCONVERSATION_RAINING_ALL_2 |= I needed my hair washing.
NPCCONVERSATION_RAINING_ALL_2 |= I don't mind it wet.
NPCCONVERSATION_RAINING_ALL_2 |= Aye!
NPCCONVERSATION_RAINING_ALL_2 |= Never stops.
NPCCONVERSATION_RAINING_ALL_2 |= Good for the plants.
NPCCONVERSATION_RAINING_ALL_2 |= Doubt it will last long.
NPCCONVERSATION_RAINING_ALL_2 |= Freshens the air.
NPCCONVERSATION_RAINING_ALL_2 |= Soggy as a cat's whiskers.
NPCCONVERSATION_RAINING_ALL_2 |= It'll go away and come back.
NPCCONVERSATION_RAINING_ALL_2 |= Wet as an otter's kitchen.
NPCCONVERSATION_RAINING_ALL_2 |= Swimming weather!
NPCCONVERSATION_RAINING_ALL_2 |= Hope it doesn't keep up.
NPCCONVERSATION_RAINING_ALL_2 |= Very much so!
NPCCONVERSATION_RAINING_ALL_2 |= Harmless enough.
NPCCONVERSATION_RAINING_ALL_2 |= Spitting like a cat.
NPCCONVERSATION_SNOW_ALL_1 |= It's snowing!
NPCCONVERSATION_SNOW_ALL_1 |= Druida's dandruff falling.
NPCCONVERSATION_SNOW_ALL_1 |= Snowing I see?
NPCCONVERSATION_SNOW_ALL_1 |= Cold one today.
NPCCONVERSATION_SNOW_ALL_1 |= I love snow.
NPCCONVERSATION_SNOW_ALL_1 |= What a bunch of snowflakes.
NPCCONVERSATION_SNOW_ALL_1 |= Very cosy weather.
NPCCONVERSATION_SNOW_ALL_1 |= More snow eh?
NPCCONVERSATION_SNOW_ALL_1 |= I see it's snowing out.
NPCCONVERSATION_SNOW_ALL_1 |= Bit of nice snow.
NPCCONVERSATION_SNOW_ALL_1 |= Chilly one!
NPCCONVERSATION_SNOW_ALL_1 |= Bit parky today.
NPCCONVERSATION_SNOW_ALL_2 |= It certainly is pretty.
NPCCONVERSATION_SNOW_ALL_2 |= I like a bit of snow.
NPCCONVERSATION_SNOW_ALL_2 |= Woolly outhouse seats needed!
NPCCONVERSATION_SNOW_ALL_2 |= Soft and gentle.
NPCCONVERSATION_SNOW_ALL_2 |= Did a goose explode?
NPCCONVERSATION_SNOW_ALL_2 |= Crunchy underfoot!
NPCCONVERSATION_SNOW_ALL_2 |= Like crystal kisses.
NPCCONVERSATION_SNOW_ALL_2 |= It's lovely.
NPCCONVERSATION_SNOW_ALL_2 |= It's horrid.
NPCCONVERSATION_SNOW_ALL_2 |= As soft as a foxes bum.
NPCCONVERSATION_SNOW_ALL_2 |= It's a chiller!
NPCCONVERSATION_SNOW_ALL_2 |= Nippy!
NPCCONVERSATION_WIND_ALL_1 |= Windy one today?
NPCCONVERSATION_WIND_ALL_1 |= Bit blowy today.
NPCCONVERSATION_WIND_ALL_1 |= Ooh it's a wild one.
NPCCONVERSATION_WIND_ALL_1 |= Blowy!
NPCCONVERSATION_WIND_ALL_1 |= Goddesses eating beans it seems!
NPCCONVERSATION_WIND_ALL_1 |= Someone ate a bad gassy apple!
NPCCONVERSATION_WIND_ALL_1 |= Windy!
NPCCONVERSATION_WIND_ALL_1 |= It's blowing like an old badger.
NPCCONVERSATION_WIND_ALL_1 |= Gusty one!
NPCCONVERSATION_WIND_ALL_1 |= Wind's picked up.
NPCCONVERSATION_WIND_ALL_1 |= Keep your hat on today.
NPCCONVERSATION_WIND_ALL_1 |= Howling today.
NPCCONVERSATION_WIND_ALL_1 |= Bit brisk!
NPCCONVERSATION_WIND_ALL_1 |= It's a fresh one out.
NPCCONVERSATION_WIND_ALL_1 |= Gusting a butt today!
NPCCONVERSATION_WIND_ALL_2 |= Aye it's blowing a beauty.
NPCCONVERSATION_WIND_ALL_2 |= Wasn't me!
NPCCONVERSATION_WIND_ALL_2 |= It's definitely feisty.
NPCCONVERSATION_WIND_ALL_2 |= Not as blowy as me last night!
NPCCONVERSATION_WIND_ALL_2 |= Fresh for sure!
NPCCONVERSATION_WIND_ALL_2 |= Very windy!
NPCCONVERSATION_WIND_ALL_2 |= Blowing buttons! Whatever that means.
NPCCONVERSATION_WIND_ALL_2 |= Yep it's certainly blustery.
NPCCONVERSATION_WIND_ALL_2 |= Bet it's wiley on the moors!
NPCCONVERSATION_WIND_ALL_2 |= Strong peg weather
NPCCONVERSATION_WIND_ALL_2 |= Hold on to your hairpiece!
NPCCONVERSATION_WIND_ALL_2 |= It's chuffing puffing!
NPCCONVERSATION_WIND_ALL_2 |= As brisk as a brick brisket.
NPCCONVERSATION_WIND_ALL_2 |= A wild one for sure!
NPCCONVERSATION_WIND_ALL_2 |= As rough as a badger's bottom.
NPCCONVERSATION_FOG_ALL_1 |= Can't see a thing today.
NPCCONVERSATION_FOG_ALL_1 |= It's a right old mogsworth today!
NPCCONVERSATION_FOG_ALL_1 |= Fog! Dragons must be mating!
NPCCONVERSATION_FOG_ALL_1 |= Foggy one!
NPCCONVERSATION_FOG_ALL_1 |= Spooky out!
NPCCONVERSATION_FOG_ALL_1 |= It's a fair thick fog.
NPCCONVERSATION_FOG_ALL_1 |= Misty eyed today!
NPCCONVERSATION_FOG_ALL_1 |= Can't see hide nor hair in this.
NPCCONVERSATION_FOG_ALL_1 |= It's a pea-souper alright!
NPCCONVERSATION_FOG_ALL_1 |= Murky today.
NPCCONVERSATION_FOG_ALL_1 |= Fuzzy weather today.
NPCCONVERSATION_FOG_ALL_1 |= Carpenter's weather.
NPCCONVERSATION_FOG_ALL_1 |= By Blake's gold it's foggy out!
NPCCONVERSATION_FOG_ALL_1 |= Bit of fog eh?
NPCCONVERSATION_FOG_ALL_2 |= Aye I can't see a sausage.
NPCCONVERSATION_FOG_ALL_2 |= Foggier than last time.
NPCCONVERSATION_FOG_ALL_2 |= When misty it hides the screams.
NPCCONVERSATION_FOG_ALL_2 |= Our annual misty day.
NPCCONVERSATION_FOG_ALL_2 |= Mag Maghog Fog!
NPCCONVERSATION_FOG_ALL_2 |= Soupy!
NPCCONVERSATION_FOG_ALL_2 |= I will likely get lost in this.
NPCCONVERSATION_FOG_ALL_2 |= Don't go near any ponds!
NPCCONVERSATION_FOG_ALL_2 |= Watch where you tread!
NPCCONVERSATION_FOG_ALL_2 |= A right old thick porridge.
NPCCONVERSATION_FOG_ALL_2 |= Got a bite to it too.
NPCCONVERSATION_FOG_ALL_2 |= Dark things abroad!
NPCCONVERSATION_FOG_ALL_2 |= Careful if gathering.
NPCCONVERSATION_FOG_ALL_2 |= Don't walk off a cliff!
NPCCONVERSATION_NICEWEATHER_ALL_1 |= Nice out today
NPCCONVERSATION_NICEWEATHER_ALL_1 |= A pleasant day.
NPCCONVERSATION_NICEWEATHER_ALL_1 |= Solnir seems happy today.
NPCCONVERSATION_NICEWEATHER_ALL_1 |= Ahhh a lovely day.
NPCCONVERSATION_NICEWEATHER_ALL_1 |= Lovely day today.
NPCCONVERSATION_NICEWEATHER_ALL_1 |= Nice and warm out.
NPCCONVERSATION_NICEWEATHER_ALL_1 |= Beautiful weather.
NPCCONVERSATION_NICEWEATHER_ALL_1 |= Nice day.
NPCCONVERSATION_NICEWEATHER_ALL_1 |= Nice and mild today.
NPCCONVERSATION_NICEWEATHER_ALL_1 |= Sunny day, rain away!
NPCCONVERSATION_NICEWEATHER_ALL_1 |= Blessed weather.
NPCCONVERSATION_NICEWEATHER_ALL_1 |= Nice weather for a snooze.
NPCCONVERSATION_NICEWEATHER_ALL_1 |= Warming my cheeks today.
NPCCONVERSATION_NICEWEATHER_ALL_2 |= Aye it's beautiful.
NPCCONVERSATION_NICEWEATHER_ALL_2 |= Lovely!
NPCCONVERSATION_NICEWEATHER_ALL_2 |= As radiant as our Goddesses.
NPCCONVERSATION_NICEWEATHER_ALL_2 |= Praise the sun! No dark souls today.
NPCCONVERSATION_NICEWEATHER_ALL_2 |= I should take my top off.
